query,frequency_current,timestamp_current,frequency_previous,timestamp_previous,growthRate,category
spring turtleneck,128.0,2025-03-10,0.0,,128.0,accessories
spring turtleneck blouse,0.0,,124.0,2024-03-31,-0.99,accessories
spring turtleneck boots,113.0,2025-03-11,0.0,,113.0,footwear
spring turtleneck leg warmers loafers coat,0.0,,71.0,2024-03-17,-0.99,fashion
spring turtleneck leg warmers loafers jacket,0.0,,139.0,2024-03-24,-0.99,fashion
spring turtleneck leg warmers loafers sweater,98.0,2025-03-23,0.0,,98.0,fashion
spring turtleneck loafers oxford cardigan,0.0,,90.0,2024-03-20,-0.99,footwear
spring turtleneck loafers wool blazer jumpsuit,78.0,2025-03-06,0.0,,78.0,fashion
spring turtleneck oxford loafers bomber jacket,54.0,2025-03-04,0.0,,54.0,fashion
spring turtleneck oxford wool blazer sandals,0.0,,115.0,2024-03-06,-0.99,fashion
spring turtleneck oxford wool blazer shorts,0.0,,66.0,2024-03-23,-0.99,fashion
spring turtleneck oxford wool blazer skirt,130.0,2025-03-01,78.0,2024-03-23,0.66,fashion
spring turtleneck oxford wool blazer slides,77.0,2025-03-04,0.0,,77.0,fashion
spring turtleneck oxford wool blazer windbreaker,0.0,,117.0,2024-03-10,-0.99,fashion
spring turtleneck sandals,0.0,,58.0,2024-03-05,-0.98,footwear
spring turtleneck soft pink wrap skirt crop top,0.0,,61.0,2024-03-14,-0.98,fashion
spring turtleneck tshirt,108.0,2025-03-25,0.0,,108.0,fashion
spring turtleneck wrap skirt soft pink sandals,111.0,2025-03-31,0.0,,111.0,fashion
spring unisex,480.0,2025-03-02,0.0,,480.0,accessories
spring unisex blouse,0.0,,122.0,2024-03-15,-0.99,accessories
spring unisex bomber jacket,93.0,2025-03-31,0.0,,93.0,fashion
spring unisex bomber jacket new windbreaker,66.0,2025-03-19,0.0,,66.0,fashion
spring unisex boots,131.0,2025-03-03,0.0,,131.0,footwear
spring unisex cardigan,193.0,2025-03-01,0.0,,193.0,accessories
spring unisex coat,140.0,2025-03-11,0.0,,140.0,fashion
spring unisex cotton olive tank top,82.0,2025-03-22,0.0,,82.0,fashion
spring unisex crop top,0.0,,62.0,2024-03-31,-0.98,fashion
spring unisex cropped lightweight loafer,0.0,,80.0,2024-03-09,-0.99,accessories
spring unisex cropped summer sneakers,0.0,,97.0,2024-03-25,-0.99,footwear
spring unisex cut blouse,0.0,,149.0,2024-03-07,-0.99,accessories
spring unisex cut bright yellow relaxed blazer flats,0.0,,79.0,2024-03-06,-0.99,fashion
spring unisex cut hello kitty printed mesh parka,0.0,,65.0,2024-03-19,-0.98,accessories
spring unisex cut neutral palette relaxed blazer boots,56.0,2025-03-28,0.0,,56.0,fashion
spring unisex cut neutral palette relaxed blazer leggings,0.0,,116.0,2024-03-06,-0.99,fashion
spring unisex cut relaxed blazer leopard print pullover,58.0,2025-03-14,0.0,,58.0,fashion
spring unisex cut relaxed blazer neutral palette pullover,0.0,,52.0,2024-03-10,-0.98,fashion
spring unisex cut relaxed blazer printed mesh pullover,102.0,2025-03-07,0.0,,102.0,fashion
spring unisex cut tank top,0.0,,142.0,2024-03-25,-0.99,fashion
spring unisex denim minimalist parka,62.0,2025-03-31,0.0,,62.0,fashion
spring unisex dress,55.0,2025-03-19,0.0,,55.0,fashion
spring unisex fall winter pants,0.0,,130.0,2024-03-23,-0.99,fashion
spring unisex fitted minimalist blouse,0.0,,57.0,2024-03-02,-0.98,accessories
spring unisex floral men tank top,0.0,,134.0,2024-03-19,-0.99,fashion
spring unisex heels,0.0,,52.0,2024-03-24,-0.98,footwear
spring unisex hoodie,89.0,2025-03-26,0.0,,89.0,fashion
spring unisex jacket,134.0,2025-03-22,0.0,,134.0,fashion
spring unisex jumpsuit,79.0,2025-03-14,0.0,,79.0,fashion
spring unisex lightweight sleeveless loafer,0.0,,143.0,2024-03-29,-0.99,accessories
spring unisex loafer,142.0,2025-03-25,0.0,,142.0,accessories
spring unisex longline striped skirt,136.0,2025-03-24,0.0,,136.0,fashion
spring unisex lowrise linen shirt,84.0,2025-03-05,0.0,,84.0,fashion
spring unisex lowrise transitional pants,99.0,2025-03-04,0.0,,99.0,fashion
spring unisex men new coat,83.0,2025-03-03,0.0,,83.0,fashion
spring unisex men sweater,118.0,2025-03-06,0.0,,118.0,fashion
spring unisex navy beige boots,0.0,,95.0,2024-03-07,-0.99,footwear
spring unisex navy spring trench coat,65.0,2025-03-31,0.0,,65.0,fashion
spring unisex new fitted leggings,0.0,,120.0,2024-03-16,-0.99,fashion
spring unisex new trendy pants,0.0,,61.0,2024-03-20,-0.98,fashion
spring unisex olive new hoodie,0.0,,84.0,2024-03-16,-0.99,fashion
spring unisex organic black tshirt,116.0,2025-03-13,0.0,,116.0,fashion
spring unisex organic cardigan boots,0.0,,104.0,2024-03-28,-0.99,footwear
spring unisex organic pastel pants,53.0,2025-03-23,0.0,,53.0,fashion
spring unisex pants,78.0,2025-03-05,0.0,,78.0,fashion
spring unisex parka,144.0,2025-03-18,158.0,2024-03-02,-0.09,accessories
spring unisex pullover,60.0,2025-03-21,56.0,2024-03-03,0.07,accessories
spring unisex romper,0.0,,97.0,2024-03-04,-0.99,fashion
spring unisex sandals,124.0,2025-03-25,231.0,2024-03-13,-0.46,footwear
spring unisex shirt,63.0,2025-03-10,0.0,,63.0,fashion
spring unisex slides,220.0,2025-03-11,0.0,,220.0,accessories
spring unisex sneakers,147.0,2025-03-05,199.0,2024-03-03,-0.26,footwear
spring unisex solid cardigan slides,129.0,2025-03-18,0.0,,129.0,accessories
spring unisex spring slim fit blouse,142.0,2025-03-08,0.0,,142.0,accessories
spring unisex summer plus size trench coat,0.0,,111.0,2024-03-15,-0.99,fashion
spring unisex tshirt,0.0,,136.0,2024-03-25,-0.99,fashion
spring unisex vintage linen flats,123.0,2025-03-30,0.0,,123.0,footwear
spring unisex white leather romper,0.0,,144.0,2024-03-20,-0.99,fashion
spring unisex winter fall sandals,0.0,,60.0,2024-03-21,-0.98,footwear
spring unisex women denim flats,0.0,,96.0,2024-03-17,-0.99,fashion
spring unisex wool summer trench coat,54.0,2025-03-25,0.0,,54.0,fashion
spring utility harness cardigan,78.0,2025-03-26,0.0,,78.0,accessories
spring utility harness cowboy boots dusty tones hoodie,122.0,2025-03-25,0.0,,122.0,fashion
spring utility harness distressed layer deep red blouse,0.0,,59.0,2024-03-04,-0.98,accessories
spring utility harness distressed layer deep red shirt,0.0,,113.0,2024-03-07,-0.99,fashion
spring utility harness dusty tones cowboy boots pullover,108.0,2025-03-26,0.0,,108.0,footwear
spring utility harness dusty tones distressed layer tshirt,0.0,,194.0,2024-03-14,-0.99,fashion
spring utility harness lux leather dusty tones loafer,58.0,2025-03-08,0.0,,58.0,accessories
spring utility harness skirt,0.0,,127.0,2024-03-28,-0.99,fashion
spring utility harness trainers distressed layer jeans,145.0,2025-03-13,0.0,,145.0,fashion
spring utility vest lowrise jeans baby tee blouse,78.0,2025-03-04,0.0,,78.0,fashion
spring utility vest rhinestone top velour tracksuit crop top,116.0,2025-03-15,0.0,,116.0,fashion
spring utility vest rhinestone top velour tracksuit skirt,94.0,2025-03-12,0.0,,94.0,fashion
spring utility vest trench coat,0.0,,130.0,2024-03-02,-0.99,fashion
spring velour tracksuit baby tee neon strap pullover,0.0,,118.0,2024-03-20,-0.99,accessories
spring velour tracksuit baby tee neon strap sneakers,0.0,,128.0,2024-03-25,-0.99,footwear
spring velour tracksuit baby tee rhinestone top slides,73.0,2025-03-21,0.0,,73.0,fashion
spring velour tracksuit boots,80.0,2025-03-14,0.0,,80.0,footwear
spring velvet,0.0,,59.0,2024-03-07,-0.98,accessories
spring velvet black lace belted jacket trench coat,132.0,2025-03-11,0.0,,132.0,fashion
spring velvet black lace corset loafer,118.0,2025-03-05,0.0,,118.0,fashion
spring velvet black lace pumps crop top,93.0,2025-03-10,0.0,,93.0,fashion
spring velvet black lace structured blouse coat,143.0,2025-03-24,0.0,,143.0,fashion
spring velvet boots,77.0,2025-03-30,0.0,,77.0,footwear
spring velvet corset black lace pants,0.0,,72.0,2024-03-30,-0.99,fashion
spring velvet corset black lace sneakers,0.0,,126.0,2024-03-27,-0.99,fashion
spring velvet deep red black lace sweater,0.0,,54.0,2024-03-29,-0.98,fashion
spring velvet hoodie,95.0,2025-03-18,0.0,,95.0,fashion
spring velvet jeans,0.0,,120.0,2024-03-13,-0.99,fashion
spring velvet loafer,121.0,2025-03-30,0.0,,121.0,accessories
spring velvet pumps pencil skirt slides,0.0,,92.0,2024-03-29,-0.99,fashion
spring velvet shorts,79.0,2025-03-18,113.0,2024-03-29,-0.3,fashion
spring velvet skirt,90.0,2025-03-31,0.0,,90.0,fashion
spring velvet sweater,80.0,2025-03-05,0.0,,80.0,fashion
spring vintage,471.0,2025-03-16,156.0,2024-03-25,2.01,accessories
spring vintage beige floral jumpsuit,0.0,,141.0,2024-03-22,-0.99,fashion
spring vintage black denim sneakers,0.0,,81.0,2024-03-03,-0.99,fashion
spring vintage black lowrise loafer,0.0,,65.0,2024-03-10,-0.98,accessories
spring vintage black wool tshirt,0.0,,128.0,2024-03-20,-0.99,fashion
spring vintage blouse,145.0,2025-03-26,0.0,,145.0,accessories
spring vintage bomber jacket sneakers,0.0,,135.0,2024-03-27,-0.99,fashion
spring vintage cardigan,115.0,2025-03-22,77.0,2024-03-29,0.49,accessories
spring vintage coat,114.0,2025-03-23,0.0,,114.0,fashion
spring vintage cotton navy parka,0.0,,139.0,2024-03-28,-0.99,accessories
spring vintage crop top,113.0,2025-03-20,0.0,,113.0,fashion
spring vintage cropped women parka,0.0,,65.0,2024-03-09,-0.98,accessories
spring vintage dress,0.0,,55.0,2024-03-23,-0.98,fashion
spring vintage fall denim leggings,0.0,,127.0,2024-03-17,-0.99,fashion
spring vintage fall lightweight tshirt,67.0,2025-03-17,0.0,,67.0,fashion
spring vintage fall sleeveless crop top,0.0,,132.0,2024-03-31,-0.99,fashion
spring vintage floral bomber jacket crop top,80.0,2025-03-01,0.0,,80.0,fashion
spring vintage hoodie,0.0,,72.0,2024-03-05,-0.99,fashion
spring vintage jeans,275.0,2025-03-22,0.0,,275.0,fashion
spring vintage jumpsuit,345.0,2025-03-12,0.0,,345.0,fashion
spring vintage leggings,0.0,,257.0,2024-03-17,-1.0,fashion
spring vintage linen navy cardigan,101.0,2025-03-16,0.0,,101.0,accessories
spring vintage navy women hoodie,89.0,2025-03-21,0.0,,89.0,fashion
spring vintage olive winter romper,138.0,2025-03-29,0.0,,138.0,fashion
spring vintage organic black pants,51.0,2025-03-21,0.0,,51.0,fashion
spring vintage organic longline trench coat,0.0,,142.0,2024-03-14,-0.99,fashion
spring vintage pants,0.0,,101.0,2024-03-26,-0.99,fashion
spring vintage parka,90.0,2025-03-13,124.0,2024-03-28,-0.27,accessories
spring vintage plus size sleeveless pants,86.0,2025-03-07,0.0,,86.0,fashion
spring vintage romper,70.0,2025-03-27,0.0,,70.0,fashion
spring vintage shirt,65.0,2025-03-31,133.0,2024-03-23,-0.51,fashion
spring vintage shorts,84.0,2025-03-08,87.0,2024-03-02,-0.03,fashion
spring vintage skirt,59.0,2025-03-30,0.0,,59.0,fashion
spring vintage slim fit transitional hoodie,68.0,2025-03-01,0.0,,68.0,fashion
spring vintage sneakers,127.0,2025-03-28,0.0,,127.0,footwear
spring vintage solid longline sneakers,0.0,,86.0,2024-03-26,-0.99,footwear
spring vintage spring summer trench coat,140.0,2025-03-04,0.0,,140.0,fashion
spring vintage summer spring trench coat,0.0,,59.0,2024-03-04,-0.98,fashion
spring vintage transitional oversized romper,129.0,2025-03-05,0.0,,129.0,fashion
spring vintage trench coat,132.0,2025-03-23,0.0,,132.0,fashion
spring vintage tshirt,121.0,2025-03-18,73.0,2024-03-21,0.65,fashion
spring vintage unisex lightweight shorts,124.0,2025-03-13,0.0,,124.0,fashion
spring vintage unisex summer shorts,137.0,2025-03-20,0.0,,137.0,fashion
spring vintage women men sandals,0.0,,59.0,2024-03-20,-0.98,footwear
spring vintage wool denim skirt,114.0,2025-03-10,0.0,,114.0,fashion
spring vintage wool winter tshirt,0.0,,138.0,2024-03-24,-0.99,fashion
spring white,610.0,2025-03-14,435.0,2024-03-03,0.4,accessories
spring white beige transitional cardigan,140.0,2025-03-25,0.0,,140.0,accessories
spring white blouse,145.0,2025-03-18,133.0,2024-03-05,0.09,accessories
spring white bomber jacket,0.0,,133.0,2024-03-05,-0.99,fashion
spring white bomber jacket leather crop top,0.0,,68.0,2024-03-16,-0.99,fashion
spring white bomber jacket striped heels,0.0,,55.0,2024-03-01,-0.98,fashion
spring white boots,127.0,2025-03-06,0.0,,127.0,footwear
spring white cardigan denim flats,0.0,,104.0,2024-03-05,-0.99,fashion
spring white cardigan oversized cardigan,148.0,2025-03-10,0.0,,148.0,accessories
spring white coat,128.0,2025-03-21,77.0,2024-03-08,0.65,fashion
spring white cotton olive jacket,101.0,2025-03-19,0.0,,101.0,fashion
spring white crop top,107.0,2025-03-25,146.0,2024-03-11,-0.27,fashion
spring white dress,214.0,2025-03-21,327.0,2024-03-05,-0.34,fashion
spring white fall solid trench coat,0.0,,74.0,2024-03-06,-0.99,fashion
spring white fitted tall tank top,127.0,2025-03-20,0.0,,127.0,fashion
spring white flats,95.0,2025-03-05,0.0,,95.0,footwear
spring white floral fall flats,54.0,2025-03-13,0.0,,54.0,footwear
spring white floral longline sweater,90.0,2025-03-05,0.0,,90.0,fashion
spring white floral new shirt,67.0,2025-03-16,0.0,,67.0,fashion
spring white floral transitional romper,0.0,,60.0,2024-03-18,-0.98,fashion
spring white heels,0.0,,91.0,2024-03-03,-0.99,footwear
spring white highwaisted navy jumpsuit,122.0,2025-03-18,0.0,,122.0,fashion
spring white highwaisted pastel cardigan,0.0,,91.0,2024-03-29,-0.99,accessories
spring white jeans,73.0,2025-03-27,84.0,2024-03-08,-0.13,fashion
spring white jumpsuit,147.0,2025-03-21,0.0,,147.0,fashion
spring white leggings,0.0,,124.0,2024-03-18,-0.99,fashion
spring white linen longline jeans,118.0,2025-03-21,0.0,,118.0,fashion
spring white loafer,0.0,,134.0,2024-03-27,-0.99,accessories
spring white longline linen heels,61.0,2025-03-23,0.0,,61.0,footwear
spring white longline men parka,0.0,,138.0,2024-03-02,-0.99,accessories
spring white longline petite parka,144.0,2025-03-27,0.0,,144.0,accessories
spring white loose organic sneakers,0.0,,88.0,2024-03-07,-0.99,footwear
spring white midrise plus size coat,95.0,2025-03-21,0.0,,95.0,fashion
spring white navy pastel dress,0.0,,108.0,2024-03-31,-0.99,fashion
spring white navy spring romper,116.0,2025-03-28,0.0,,116.0,fashion
spring white olive summer blouse,89.0,2025-03-25,0.0,,89.0,accessories
spring white organic fall slides,103.0,2025-03-24,0.0,,103.0,accessories
spring white organic new jeans,0.0,,137.0,2024-03-10,-0.99,fashion
spring white oversized sleeveless jacket,0.0,,73.0,2024-03-09,-0.99,fashion
spring white oversized summer romper,66.0,2025-03-11,0.0,,66.0,fashion
spring white oversized unisex sneakers,142.0,2025-03-23,0.0,,142.0,footwear
spring white parka,173.0,2025-03-27,0.0,,173.0,accessories
spring white pastel vintage parka,0.0,,124.0,2024-03-15,-0.99,accessories
spring white plaid printed skirt,128.0,2025-03-20,0.0,,128.0,fashion
spring white romper,118.0,2025-03-22,0.0,,118.0,fashion
spring white sandals,117.0,2025-03-03,257.0,2024-03-17,-0.54,footwear
spring white sleeveless pastel tshirt,0.0,,114.0,2024-03-21,-0.99,fashion
spring white slides,60.0,2025-03-08,0.0,,60.0,accessories
spring white slim fit sleeveless slides,121.0,2025-03-01,0.0,,121.0,accessories
spring white sneakers,141.0,2025-03-31,0.0,,141.0,footwear
spring white striped beige loafer,77.0,2025-03-13,0.0,,77.0,accessories
spring white summer bomber jacket hoodie,139.0,2025-03-20,0.0,,139.0,fashion
spring white summer bomber jacket shirt,76.0,2025-03-31,0.0,,76.0,fashion
spring white summer solid skirt,0.0,,142.0,2024-03-02,-0.99,fashion
spring white sweater,0.0,,142.0,2024-03-05,-0.99,fashion
spring white tank top,208.0,2025-03-01,80.0,2024-03-23,1.58,fashion
spring white transitional lowrise hoodie,0.0,,126.0,2024-03-27,-0.99,fashion
spring white tshirt,0.0,,255.0,2024-03-11,-1.0,fashion
spring white unisex summer jeans,143.0,2025-03-03,0.0,,143.0,fashion
spring white winter slim fit cardigan,0.0,,121.0,2024-03-12,-0.99,accessories
spring white winter vintage tank top,125.0,2025-03-11,0.0,,125.0,fashion
spring white women spring cardigan,123.0,2025-03-25,0.0,,123.0,accessories
spring white wool plaid tshirt,0.0,,107.0,2024-03-09,-0.99,fashion
spring windbreaker,209.0,2025-03-01,304.0,2024-03-10,-0.31,accessories
spring wings camel coat combat boot sneakers,121.0,2025-03-04,0.0,,121.0,fashion
spring wings hoodie,0.0,,87.0,2024-03-30,-0.99,fashion
spring wings mesh stockings shorts,55.0,2025-03-13,0.0,,55.0,fashion
spring wings slides,146.0,2025-03-30,0.0,,146.0,accessories
spring wings stockings bows flats,0.0,,95.0,2024-03-30,-0.99,footwear
spring winter,440.0,2025-03-02,183.0,2024-03-18,1.4,accessories
spring winter black olive jumpsuit,0.0,,131.0,2024-03-02,-0.99,fashion
spring winter black printed coat,0.0,,129.0,2024-03-11,-0.99,fashion
spring winter black sleeveless shirt,115.0,2025-03-22,0.0,,115.0,fashion
spring winter black spring windbreaker,0.0,,121.0,2024-03-21,-0.99,accessories
spring winter blouse,53.0,2025-03-25,80.0,2024-03-27,-0.33,accessories
spring winter bomber jacket,0.0,,109.0,2024-03-19,-0.99,fashion
spring winter cardigan loafer,62.0,2025-03-26,0.0,,62.0,accessories
spring winter coat,132.0,2025-03-19,0.0,,132.0,fashion
spring winter cotton longline tshirt,0.0,,97.0,2024-03-28,-0.99,fashion
spring winter cotton vintage hoodie,138.0,2025-03-13,0.0,,138.0,fashion
spring winter denim new dress,125.0,2025-03-04,0.0,,125.0,fashion
spring winter dress,260.0,2025-03-10,0.0,,260.0,fashion
spring winter fall men jumpsuit,0.0,,112.0,2024-03-05,-0.99,fashion
spring winter fall printed slides,89.0,2025-03-28,0.0,,89.0,accessories
spring winter fall transitional slides,114.0,2025-03-25,0.0,,114.0,accessories
spring winter fall trendy crop top,100.0,2025-03-06,0.0,,100.0,fashion
spring winter fall unisex sneakers,0.0,,102.0,2024-03-02,-0.99,footwear
spring winter fitted sleeveless romper,0.0,,102.0,2024-03-20,-0.99,fashion
spring winter fitted tall leggings,65.0,2025-03-15,0.0,,65.0,fashion
spring winter flats,353.0,2025-03-02,0.0,,353.0,footwear
spring winter floral longline trench coat,139.0,2025-03-24,0.0,,139.0,fashion
spring winter heels,0.0,,89.0,2024-03-15,-0.99,footwear
spring winter highwaisted black sandals,0.0,,90.0,2024-03-18,-0.99,footwear
spring winter highwaisted cropped shorts,143.0,2025-03-21,0.0,,143.0,fashion
spring winter hoodie,95.0,2025-03-26,0.0,,95.0,fashion
spring winter jumpsuit,100.0,2025-03-16,67.0,2024-03-21,0.49,fashion
spring winter loafer,0.0,,146.0,2024-03-19,-0.99,accessories
spring winter longline lightweight romper,0.0,,73.0,2024-03-18,-0.99,fashion
spring winter longline organic parka,0.0,,107.0,2024-03-01,-0.99,accessories
spring winter loose olive blouse,0.0,,148.0,2024-03-12,-0.99,accessories
spring winter loose printed coat,118.0,2025-03-22,0.0,,118.0,fashion
spring winter loose spring flats,147.0,2025-03-08,0.0,,147.0,footwear
spring winter navy pastel sandals,85.0,2025-03-03,0.0,,85.0,footwear
spring winter navy windbreaker,0.0,,77.0,2024-03-29,-0.99,accessories
spring winter olive trendy romper,0.0,,56.0,2024-03-31,-0.98,fashion
spring winter olive vintage sweater,0.0,,57.0,2024-03-07,-0.98,fashion
spring winter organic trendy blouse,0.0,,67.0,2024-03-03,-0.99,accessories
spring winter oversized floral shorts,0.0,,95.0,2024-03-18,-0.99,fashion
spring winter oversized striped crop top,0.0,,61.0,2024-03-09,-0.98,fashion
spring winter pants,0.0,,113.0,2024-03-06,-0.99,fashion
spring winter parka,0.0,,60.0,2024-03-01,-0.98,accessories
spring winter petite white dress,0.0,,91.0,2024-03-12,-0.99,fashion
spring winter petite white loafer,121.0,2025-03-31,0.0,,121.0,accessories
spring winter plaid wool jacket,64.0,2025-03-12,0.0,,64.0,fashion
spring winter plus size leather jeans,74.0,2025-03-03,0.0,,74.0,fashion
spring winter plus size unisex crop top,0.0,,64.0,2024-03-24,-0.98,fashion
spring winter pullover,145.0,2025-03-24,0.0,,145.0,accessories
spring winter romper,280.0,2025-03-14,0.0,,280.0,fashion
spring winter sandals,80.0,2025-03-21,303.0,2024-03-17,-0.73,footwear
spring winter shirt,0.0,,51.0,2024-03-29,-0.98,fashion
spring winter sleeveless slim fit leggings,0.0,,99.0,2024-03-13,-0.99,fashion
spring winter sleeveless unisex windbreaker,108.0,2025-03-28,0.0,,108.0,accessories
spring winter slides,0.0,,144.0,2024-03-24,-0.99,accessories
spring winter slim fit solid dress,78.0,2025-03-31,0.0,,78.0,fashion
spring winter slim fit transitional jacket,0.0,,68.0,2024-03-11,-0.99,fashion
spring winter spring cropped coat,0.0,,65.0,2024-03-16,-0.98,fashion
spring winter summer bomber jacket shorts,0.0,,122.0,2024-03-19,-0.99,fashion
spring winter sweater,203.0,2025-03-14,0.0,,203.0,fashion
spring winter tall fall windbreaker,139.0,2025-03-06,0.0,,139.0,accessories
spring winter tank top,0.0,,53.0,2024-03-25,-0.98,fashion
spring winter transitional fitted loafer,0.0,,61.0,2024-03-14,-0.98,accessories
spring winter trench coat,257.0,2025-03-01,0.0,,257.0,fashion
spring winter tshirt,140.0,2025-03-13,0.0,,140.0,fashion
spring winter unisex floral pants,111.0,2025-03-28,0.0,,111.0,fashion
spring winter unisex plaid pullover,93.0,2025-03-29,0.0,,93.0,accessories
spring winter white lowrise crop top,0.0,,57.0,2024-03-08,-0.98,fashion
spring winter women slim fit pullover,0.0,,89.0,2024-03-15,-0.99,accessories
spring winter wool midrise loafer,102.0,2025-03-16,0.0,,102.0,accessories
spring winter wool olive romper,0.0,,111.0,2024-03-10,-0.99,fashion
spring winter wool organic heels,0.0,,57.0,2024-03-07,-0.98,footwear
spring winter wool unisex shirt,0.0,,143.0,2024-03-25,-0.99,fashion
spring women,58.0,2025-03-05,0.0,,58.0,accessories
spring women beige fall skirt,73.0,2025-03-06,0.0,,73.0,fashion
spring women beige highwaisted heels,0.0,,114.0,2024-03-13,-0.99,footwear
spring women beige printed jacket,0.0,,81.0,2024-03-26,-0.99,fashion
spring women bomber jacket,0.0,,134.0,2024-03-04,-0.99,fashion
spring women boots,317.0,2025-03-12,0.0,,317.0,footwear
spring women cardigan,50.0,2025-03-14,117.0,2024-03-11,-0.57,accessories
spring women coat,137.0,2025-03-23,148.0,2024-03-02,-0.07,fashion
spring women cotton transitional tshirt,140.0,2025-03-20,0.0,,140.0,fashion
spring women crop top,175.0,2025-03-03,0.0,,175.0,fashion
spring women denim cardigan pants,0.0,,115.0,2024-03-18,-0.99,fashion
spring women denim minimalist romper,0.0,,149.0,2024-03-10,-0.99,fashion
spring women dress,0.0,,124.0,2024-03-01,-0.99,fashion
spring women fall cotton sneakers,90.0,2025-03-21,0.0,,90.0,footwear
spring women fall linen tshirt,0.0,,112.0,2024-03-24,-0.99,fashion
spring women fall midrise romper,0.0,,121.0,2024-03-12,-0.99,fashion
spring women fitted loose boots,105.0,2025-03-13,0.0,,105.0,footwear
spring women fitted navy sweater,0.0,,146.0,2024-03-25,-0.99,fashion
spring women flats,0.0,,185.0,2024-03-20,-0.99,footwear
spring women hoodie,0.0,,68.0,2024-03-01,-0.99,fashion
spring women jacket,134.0,2025-03-19,81.0,2024-03-14,0.65,fashion
spring women leather striped parka,0.0,,62.0,2024-03-30,-0.98,accessories
spring women leggings,97.0,2025-03-01,326.0,2024-03-04,-0.7,fashion
spring women linen pastel sandals,0.0,,84.0,2024-03-14,-0.99,footwear
spring women linen solid jeans,55.0,2025-03-06,0.0,,55.0,fashion
spring women linen transitional boots,68.0,2025-03-30,0.0,,68.0,footwear
spring women linen winter trench coat,84.0,2025-03-17,0.0,,84.0,fashion
spring women linen wool jeans,0.0,,99.0,2024-03-01,-0.99,fashion
spring women loafer,0.0,,143.0,2024-03-27,-0.99,accessories
spring women men fall pants,0.0,,65.0,2024-03-09,-0.98,fashion
spring women men leather dress,125.0,2025-03-14,0.0,,125.0,fashion
spring women men petite shirt,109.0,2025-03-19,0.0,,109.0,fashion
spring women navy petite jumpsuit,108.0,2025-03-01,0.0,,108.0,fashion
spring women organic black romper,0.0,,138.0,2024-03-21,-0.99,fashion
spring women organic highwaisted slides,91.0,2025-03-14,0.0,,91.0,accessories
spring women organic lightweight parka,0.0,,96.0,2024-03-11,-0.99,accessories
spring women organic minimalist slides,0.0,,92.0,2024-03-07,-0.99,accessories
spring women pants,139.0,2025-03-28,0.0,,139.0,fashion
spring women parka,78.0,2025-03-08,90.0,2024-03-01,-0.13,accessories
spring women romper,119.0,2025-03-18,0.0,,119.0,fashion
spring women sandals,79.0,2025-03-03,73.0,2024-03-06,0.08,footwear
spring women sleeveless plaid trench coat,0.0,,137.0,2024-03-17,-0.99,fashion
spring women slides,0.0,,83.0,2024-03-02,-0.99,accessories
spring women sneakers,87.0,2025-03-29,0.0,,87.0,footwear
spring women spring beige dress,78.0,2025-03-05,0.0,,78.0,fashion
spring women spring cotton shirt,0.0,,55.0,2024-03-06,-0.98,fashion
spring women spring linen skirt,0.0,,50.0,2024-03-08,-0.98,fashion
spring women spring olive heels,0.0,,52.0,2024-03-04,-0.98,footwear
spring women summer navy jeans,52.0,2025-03-13,0.0,,52.0,fashion
spring women tall fitted flats,149.0,2025-03-31,0.0,,149.0,footwear
spring women tank top,98.0,2025-03-11,0.0,,98.0,fashion
spring women transitional fall dress,0.0,,74.0,2024-03-30,-0.99,fashion
spring women tshirt,0.0,,144.0,2024-03-05,-0.99,fashion
spring women vintage plaid jumpsuit,126.0,2025-03-28,0.0,,126.0,fashion
spring women white longline tank top,104.0,2025-03-09,0.0,,104.0,fashion
spring women white minimalist tshirt,0.0,,92.0,2024-03-15,-0.99,fashion
spring women windbreaker,90.0,2025-03-24,124.0,2024-03-12,-0.27,accessories
spring women winter lightweight tshirt,0.0,,91.0,2024-03-25,-0.99,fashion
spring women winter linen shorts,0.0,,121.0,2024-03-31,-0.99,fashion
spring wool,860.0,2025-03-04,950.0,2024-03-01,-0.09,accessories
spring wool beige petite tank top,0.0,,139.0,2024-03-08,-0.99,fashion
spring wool beige sleeveless slides,70.0,2025-03-14,0.0,,70.0,accessories
spring wool black denim sweater,67.0,2025-03-12,0.0,,67.0,fashion
spring wool black longline crop top,145.0,2025-03-04,0.0,,145.0,fashion
spring wool black longline sneakers,0.0,,120.0,2024-03-21,-0.99,footwear
spring wool blazer heels,0.0,,100.0,2024-03-08,-0.99,fashion
spring wool blazer leg warmers soft pink bomber jacket,132.0,2025-03-20,0.0,,132.0,fashion
spring wool blazer loafers oxford crop top,0.0,,117.0,2024-03-06,-0.99,fashion
spring wool blazer loafers oxford heels,0.0,,137.0,2024-03-09,-0.99,fashion
spring wool blazer loafers turtleneck flats,0.0,,146.0,2024-03-08,-0.99,fashion
spring wool blazer oxford soft pink shirt,0.0,,125.0,2024-03-25,-0.99,fashion
spring wool blazer oxford turtleneck jeans,0.0,,124.0,2024-03-31,-0.99,fashion
spring wool blazer oxford turtleneck loafer,239.0,2025-03-13,0.0,,239.0,fashion
spring wool blazer oxford wrap skirt dress,65.0,2025-03-29,0.0,,65.0,fashion
spring wool blazer turtleneck leg warmers loafer,130.0,2025-03-24,0.0,,130.0,fashion
spring wool blazer turtleneck leg warmers slides,51.0,2025-03-10,0.0,,51.0,fashion
